credits,dept_num,instructor,keyword,term,title,university
3,FSE 301,Chmouni,valu,Fall 2018,Entrepreneur & Value Creation,arizona state university-tempe
3,FSE 301,Chmouni,valu,Fall 2018,Entrepreneur & Value Creation,arizona state university-tempe
3,FSE 301,Chmouni,valu,Fall 2018,Entrepreneur & Value Creation,arizona state university-tempe
3,MKT 555,Hollmann,valu,Fall 2018,B2B - Capturing Value,arizona state university-tempe
3,RED 502,Bronska,valu,Fall 2018,Real Est Valu-Fin & Capt Mkts,arizona state university-tempe
3,SPE 534,Smith,valu,Fall 2018,Assessment and Evaluation,arizona state university-tempe
3,AGB 414,Chenarides,polic,Fall 2018,Food and Agribus Policy Issues,arizona state university-tempe
3,ASB 376,Gaughan,polic,Fall 2018,Global Health Policy,arizona state university-tempe
3,CEL 294,Beienburg,polic,Fall 2018,Topic: Debates in American Public Policy & Civic Affairs,arizona state university-tempe
3,CRJ 201,Robinson,polic,Fall 2018,Crime Control Policies,arizona state university-tempe
3,CRJ 230,Robinson,polic,Fall 2018,Introduction to Policing,arizona state university-tempe
3,ECN 453,McDowell,polic,Fall 2018,Industrial Org/Compete Policy,arizona state university-tempe
3,EPA 691,McGurty,polic,Fall 2018,"Topic: Education Policy beyond the Anthropocene
(SEM)",arizona state university-tempe
3,FIS 336,Farooque,polic,Fall 2018,Science and Technology Policy,arizona state university-tempe
3,FIS 494,Cook-Deegan,polic,Fall 2018,Topic: Health and Biomedical Research Policy,arizona state university-tempe
2-3,FIS 498,Frow,polic,Fall 2018,Topic: Stem Cell Policy Research,arizona state university-tempe
2,GPH 494,Cerveny,polic,Fall 2018,Topic: Air Quality Science & Policy,arizona state university-tempe
3,GPH 598,Cerveny,polic,Fall 2018,Topic: Air Quality Science & Policy,arizona state university-tempe
3,HED 649,Black,polic,Fall 2018,Law & Policy in Higher Ed,arizona state university-tempe
3,HON 494,Cook-Deegan,polic,Fall 2018,Topic: Health and Biomedical Research Policy,arizona state university-tempe
3,HSD 501,Cook-Deegan,polic,Fall 2018,"Science & Technology Policy
(SEM)",arizona state university-tempe
3,HSD 598,Cook-Deegan,polic,Fall 2018,Topic: Health and Biomedical Research Policy,arizona state university-tempe
3,HSD 598,Margeson,polic,Fall 2018,Topic: Policy Dimensions of Space Exploration,arizona state university-tempe
3,JUS 494,Swadener,polic,Fall 2018,"Topic: Policy, Advocacy and Disability",arizona state university-tempe
3,JUS 598,Swadener,polic,Fall 2018,"Topic: Policy, Advocacy and Disability",arizona state university-tempe
3,PAF 545,Darnall,polic,Fall 2018,"Orgs, Sustain & Public Policy",arizona state university-tempe
3,POS 494,Pagel,polic,Fall 2018,Topic: National Security Policy Design,arizona state university-tempe
3,POS 571,Cook-Deegan,polic,Fall 2018,"Science & Technology Policy
(SEM)",arizona state university-tempe
3,SES 598,Margeson,polic,Fall 2018,Topic: Policy Dimensions of Space Exploration,arizona state university-tempe
3,SGS 315,Kelman,polic,Fall 2018,Energy Policy,arizona state university-tempe
3,SOS 315,Kelman,polic,Fall 2018,Energy Policy,arizona state university-tempe
3,SOS 321,Shrestha,polic,Fall 2018,Policy & Gov in Sustain Systms,arizona state university-tempe
1,SOS 494,Cerveny,polic,Fall 2018,"Topic: Air Quality Science & Policy
(SEM)",arizona state university-tempe
3,SOS 494,Abbott,polic,Fall 2018,"Topic: Should I Eat Fish? Ecology, Economics, & Policy
(SEM)",arizona state university-tempe
3,SOS 545,Darnall,polic,Fall 2018,"Orgs, Sustain & Public Policy",arizona state university-tempe
2,SOS 598,Cerveny,polic,Fall 2018,"Topic: Air Quality Science & Policy
(SEM)",arizona state university-tempe
3,SOS 598,Abbott,polic,Fall 2018,"Topic: Should I Eat Fish? Ecology, Economics, and Policy
(SEM)",arizona state university-tempe
3,TCL 341,Lara-Valencia,polic,Fall 2018,Chicano/Latino Urban Policy,arizona state university-tempe
3,ACC 231,Wolfe,account,Spring 2019,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Wolfe,account,Spring 2019,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Wolfe,account,Spring 2019,Uses of Accounting Info I,arizona state university-tempe
3,ACC 232,Shields,account,Spring 2019,Financial Accounting I,arizona state university-tempe
3,ACC 232,Srinivasan,account,Spring 2019,Financial Accounting I,arizona state university-tempe
3,ACC 232,Srinivasan,account,Spring 2019,Financial Accounting I,arizona state university-tempe
3,ACC 232,Shields,account,Spring 2019,Financial Accounting I,arizona state university-tempe
3,ACC 232,Shields,account,Spring 2019,Financial Accounting I,arizona state university-tempe
3,ACC 241,Geiger,account,Spring 2019,Uses of Accounting Info II,arizona state university-tempe
3,ACC 241,Geiger,account,Spring 2019,Uses of Accounting Info II,arizona state university-tempe
3,ACC 241,Geiger,account,Spring 2019,Uses of Accounting Info II,arizona state university-tempe
3,ACC 261,Anderson,account,Spring 2019,Honors Fund of Fin Accounting,arizona state university-tempe
3,ACC 261,Anderson,account,Spring 2019,Honors Fund of Fin Accounting,arizona state university-tempe
3,ACC 271,Geiger,account,Spring 2019,Honors Fund of Mgr Accounting,arizona state university-tempe
3,ACC 271,Casas Arce,account,Spring 2019,Honors Fund of Mgr Accounting,arizona state university-tempe
3,ACC 360,Samuelson,account,Spring 2019,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Samuelson,account,Spring 2019,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Samuelson,account,Spring 2019,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Whitecotton,account,Spring 2019,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 503,Hillegeist,account,Spring 2019,Managerial Accounting,arizona state university-tempe
2.5,ACC 503,Hillegeist,account,Spring 2019,Managerial Accounting,arizona state university-tempe
2.5,ACC 503,Hillegeist,account,Spring 2019,Managerial Accounting,arizona state university-tempe
3,CEE 598,Abbaszadegan,critic,Spring 2019,Topic: Critical Analysis in Environ Engin and Science,arizona state university-tempe
3,COM 407,Tracy,critic,Spring 2019,Adv Critical Methods in Comm,arizona state university-tempe
3,COM 407,Tracy,critic,Spring 2019,Adv Critical Methods in Comm,arizona state university-tempe
1,COM 692,LeMaster,critic,Spring 2019,"Topic: Critical Communication Pedagogy: Thought & Praxis
(RSC)",arizona state university-tempe
3,ENG 200,Baldini,critic,Spring 2019,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Corse,critic,Spring 2019,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Ellis,critic,Spring 2019,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Ellis,critic,Spring 2019,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Farmer,critic,Spring 2019,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Farmer,critic,Spring 2019,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Quintero,critic,Spring 2019,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 400,Carlisle,critic,Spring 2019,History of Literary Criticism,arizona state university-tempe
3,ENG 502,Broglio,critic,Spring 2019,Contemporary Critical Theories,arizona state university-tempe
3,ENG 602,Free,critic,Spring 2019,Topic: Postcolonial Approaches to Criticism,arizona state university-tempe
3,EPA 565,Judson,critic,Spring 2019,"Critical Topics in Ed Policy
(SEM)",arizona state university-tempe
1-12,FMP 590,Bernstein,critic,Spring 2019,"Topic: Film History and Criticism
(SEM)",arizona state university-tempe
6,GPE 92,Staff,critic,Spring 2019,Critical Thinking Case Studies,arizona state university-tempe
6,GPE 92,Staff,critic,Spring 2019,Critical Thinking Case Studies,arizona state university-tempe
3,HST 304,"Damask, Valle",critic,Spring 2019,Topic: Marxism and Its Critics,arizona state university-tempe
3,MUS 213,Xu,critic,Spring 2019,Critical Thinking in the Arts,arizona state university-tempe
3,REL 394,Haines,critic,Spring 2019,Topic: Global Citizenship: Critical Perspective,arizona state university-tempe
3,SGS 394,Haines,critic,Spring 2019,Topic: Global Citizenship: Critical Perspectives,arizona state university-tempe
3,SLC 545,Volek,critic,Spring 2019,Concepts of Literary Criticism,arizona state university-tempe
3,SPA 545,Volek,critic,Spring 2019,Concepts of Literary Criticism,arizona state university-tempe
3,THE 504,Hunt,critic,Spring 2019,"Studies/DramaticThry/Criticism
(SEM)",arizona state university-tempe
3,THE 505,Hunt,critic,Spring 2019,"Topic: Studies in Dramatic Theatre/Critic
(SEM)",arizona state university-tempe
3,UNI 110,Holden,critic,Spring 2019,Critical Reading and Thinking,arizona state university-tempe
3,HST 112,"Brettle, Strand",democra,Spring 2019,Foundations of Democracy,arizona state university-tempe
3,POS 112,"Brettle, Strand",democra,Spring 2019,Foundations of Democracy,arizona state university-tempe
3,POS 494,"Brown, MEDVED",democra,Spring 2019,Topic: Democratic Erosion,arizona state university-tempe
3,SGS 494,"Brown, MEDVED",democra,Spring 2019,Topic: Democratic Erosion,arizona state university-tempe
3,POS 367,Bar,equal,Spring 2019,World Pol & Global Inequalitie,arizona state university-tempe
3,BIO 515,"Crow, Sarewitz",fair,Spring 2019,"Science, Tech & Public Affairs",arizona state university-tempe
3,ENG 476,Ellis,fair,Spring 2019,Topic: Fairy Tales in Oral and Print Tradition,arizona state university-tempe
3,HON 494,"Crow, Sarewitz",fair,Spring 2019,Topic: Science Tech and Public Affairs,arizona state university-tempe
3,HSD 515,"Crow, Sarewitz",fair,Spring 2019,"Science, Tech & Public Affairs",arizona state university-tempe
3,NAV 102,"Bergmann, Hill, McDonald, Stringer",fair,Spring 2019,Sea Power and Maritime Affairs,arizona state university-tempe
3,NAV 102,"Bergmann, Hill, McDonald, Stringer",fair,Spring 2019,Sea Power and Maritime Affairs,arizona state university-tempe
3,PAF 547,"Crow, Sarewitz",fair,Spring 2019,"Science, Tech & Public Affairs",arizona state university-tempe
1,SOS 494,Eakin,fair,Spring 2019,"Topic: Fair Trade: History, Ethics, and Impact
(SEM)",arizona state university-tempe
3,SOS 516,"Crow, Sarewitz",fair,Spring 2019,"Science, Tech & Public Affairs",arizona state university-tempe
3,AFR 375,Cox,gender,Spring 2019,"Race, Gender and Sport",arizona state university-tempe
3,AFR 460,Sandlin,gender,Spring 2019,"Race, Gender, and Media",arizona state university-tempe
3,ASB 380,SturtzSreetharan,gender,Spring 2019,"Language, Culture & Gender",arizona state university-tempe
3,COM 316,Cortes,gender,Spring 2019,Gender and Communication,arizona state university-tempe
3,COM 316,Terminel Iberri,gender,Spring 2019,Gender and Communication,arizona state university-tempe
3,COM 316,Booth,gender,Spring 2019,Gender and Communication,arizona state university-tempe
3,COM 316,Booth,gender,Spring 2019,Gender and Communication,arizona state university-tempe
3,COM 316,Brouwer,gender,Spring 2019,Gender and Communication,arizona state university-tempe
3,COM 316,Shearer,gender,Spring 2019,Gender and Communication,arizona state university-tempe
3,COM 316,Cortes,gender,Spring 2019,Gender and Communication,arizona state university-tempe
3,CRJ 305,Zapor,gender,Spring 2019,"Gender,Crime&Criminal Justice",arizona state university-tempe
3,FAS 264,Nielson,gender,Spring 2019,Gender and Society,arizona state university-tempe
3,FMS 380,Dove-Viebahn,gender,Spring 2019,Race and Gender in Am Film,arizona state university-tempe
3,HON 394,Stoff,gender,Spring 2019,Topic: Amazons to Fighter Pilots:HistoryofWarSex&Gender,arizona state university-tempe
3,JUS 425,Durfee,gender,Spring 2019,"Race, Gender, and Justice",arizona state university-tempe
3,JUS 550,Jurik,gender,Spring 2019,"Gender, Race,&Economic Justice
(SEM)",arizona state university-tempe
3,JUS 598,Durfee,gender,Spring 2019,"Topic: Race, Gender, and Justice",arizona state university-tempe
3,POS 394,Wood,gender,Spring 2019,Topic: Gender and Armed Conflict,arizona state university-tempe
3,SGS 394,Wood,gender,Spring 2019,Topic: Gender and Armed Conflict,arizona state university-tempe
3,SGS 454,Cruz-Torres,gender,Spring 2019,"Gender, Culture, & Development",arizona state university-tempe
3,SOC 264,Nielson,gender,Spring 2019,Gender and Society,arizona state university-tempe
3,SOS 447,Cruz-Torres,gender,Spring 2019,"Gender, Culture, & Development",arizona state university-tempe
3,TCL 447,Cruz-Torres,gender,Spring 2019,"Gender, Culture, & Development",arizona state university-tempe
3,TSS 598,Cruz-Torres,gender,Spring 2019,"Topic: Gender, Culture, and Development",arizona state university-tempe
3,WST 100,Vlahoulis,gender,Spring 2019,"Women, Gender, and Society",arizona state university-tempe
3,WST 100,Martinez,gender,Spring 2019,"Women, Gender, and Society",arizona state university-tempe
3,WST 100,Watson,gender,Spring 2019,"Women, Gender, and Society",arizona state university-tempe
3,WST 380,Millhouse,gender,Spring 2019,"Race, Gender, and Class",arizona state university-tempe
3,WST 447,Cruz-Torres,gender,Spring 2019,"Gender, Culture, & Development",arizona state university-tempe
3,WST 598,Durfee,gender,Spring 2019,"Topic: Race, Gender, and Justice",arizona state university-tempe
3,WST 603,Fonow,gender,Spring 2019,Engendering Methodology,arizona state university-tempe
3,POS 110,Lewis,govern,Spring 2019,American Government & Politics,arizona state university-tempe
3,POS 150,Kittilson,govern,Spring 2019,Comparative Government,arizona state university-tempe
3,POS 310,Woodall,govern,Spring 2019,American National Government,arizona state university-tempe
3,SGS 320,Hechter,govern,Spring 2019,Mechanisms of Governance,arizona state university-tempe
3,AFR 494,Cox,histor,Spring 2019,Topic: Black Military History,arizona state university-tempe
3,AFR 598,Cox,histor,Spring 2019,Topic: Black Military History,arizona state university-tempe
3,APH 314,Zygas,histor,Spring 2019,History of Architecture II,arizona state university-tempe
3,ARS 101,Lewis,histor,Spring 2019,Art-Prehistory thru Middle Age,arizona state university-tempe
3,BIO 316,Chew,histor,Spring 2019,History of Biology: Conflicts,arizona state university-tempe
3,CHI 598,Ling,histor,Spring 2019,Topic: Literary History II,arizona state university-tempe
3,DCE 300,Conder,histor,Spring 2019,Moving Histories,arizona state university-tempe
3,ENG 392,Ratcliffe,histor,Spring 2019,History of Rhetorical Theory,arizona state university-tempe
3,ENG 400,Carlisle,histor,Spring 2019,History of Literary Criticism,arizona state university-tempe
3,ENG 413,Bjork,histor,Spring 2019,History of English Language,arizona state university-tempe
1-12,FMP 590,Bernstein,histor,Spring 2019,"Topic: Film History and Criticism
(SEM)",arizona state university-tempe
3,FMS 200,Sandler,histor,Spring 2019,Film History,arizona state university-tempe
3,GCU 253,Shabazz Sanders,histor,Spring 2019,Intro Cultural/Historical Geog,arizona state university-tempe
3,GLG 102,Burt,histor,Spring 2019,Intro Geology II (Historical),arizona state university-tempe
3,GRA 112,Minniss,histor,Spring 2019,Graphic Design History II,arizona state university-tempe
3,HON 370,Lynch,histor,Spring 2019,"History of Ideas
(SEM)",arizona state university-tempe
3,HON 370,Lynch,histor,Spring 2019,"History of Ideas
(SEM)",arizona state university-tempe
3,HON 394,Jacobs,histor,Spring 2019,Topic: The History and Evolution of Human Food,arizona state university-tempe
3,HON 394,Stoff,histor,Spring 2019,Topic: Amazons to Fighter Pilots:HistoryofWarSex&Gender,arizona state university-tempe
1,HON 394,Foote,histor,Spring 2019,Topic: Oral Histories of Barrett at 30,arizona state university-tempe
3,HPS 322,Armendt,histor,Spring 2019,History of Science,arizona state university-tempe
3,HPS 322,Armendt,histor,Spring 2019,History of Science,arizona state university-tempe
3,HST 100,Barker,histor,Spring 2019,Global History to 1500,arizona state university-tempe
3,HST 100,Kefeli Clay,histor,Spring 2019,Global History to 1500,arizona state university-tempe
3,HST 101,Rivera,histor,Spring 2019,Global History Since 1500,arizona state university-tempe
3,HST 101,Lazer,histor,Spring 2019,Global History Since 1500,arizona state university-tempe
3,POS 367,Bar,inequ,Spring 2019,World Pol & Global Inequalitie,arizona state university-tempe
3,CEL 394,Voboril,justic,Spring 2019,Topic: Justice and Virtue,arizona state university-tempe
3,CRJ 100,Robinson,justic,Spring 2019,Intro to Criminal Justice,arizona state university-tempe
3,CRJ 305,Zapor,justic,Spring 2019,"Gender,Crime&Criminal Justice",arizona state university-tempe
3,EPA 591,Bertrand,justic,Spring 2019,"Topic: Youth and Community Activism for Social Justice
(SEM)",arizona state university-tempe
3,FIS 444,Richter,justic,Spring 2019,Environment and Justice,arizona state university-tempe
3,HON 394,Brian,justic,Spring 2019,"Topic: Science, Social Justice and Activism",arizona state university-tempe
3,JUS 105,Dunn,justic,Spring 2019,Intro to Justice Studies,arizona state university-tempe
3,JUS 200,Nakagawa,justic,Spring 2019,Topic: Storytelling & Justice,arizona state university-tempe
3,JUS 301,Charron-Chenier,justic,Spring 2019,Research in Justice Studies,arizona state university-tempe
3,JUS 303,Gomez,justic,Spring 2019,Justice Theory,arizona state university-tempe
3,JUS 303,Arzubiaga,justic,Spring 2019,Justice Theory,arizona state university-tempe
3,JUS 303,Broberg,justic,Spring 2019,Justice Theory,arizona state university-tempe
3,JUS 305,Broberg,justic,Spring 2019,Principles of Justice Studies,arizona state university-tempe
3,JUS 370,Lee,justic,Spring 2019,Cultural Diversity and Justice,arizona state university-tempe
3,JUS 375,Broberg,justic,Spring 2019,Justice and the Mass Media,arizona state university-tempe
3,JUS 382,Shabazz Sanders,justic,Spring 2019,Justice and Pop Culture,arizona state university-tempe
3,JUS 425,Durfee,justic,Spring 2019,"Race, Gender, and Justice",arizona state university-tempe
3,JUS 437,Oliverio Lauderdale,justic,Spring 2019,Disability and Justice,arizona state university-tempe
3,JUS 438,Lee,justic,Spring 2019,Human Diff:Dilemmas of Justice,arizona state university-tempe
3,JUS 444,Richter,justic,Spring 2019,Environment and Justice,arizona state university-tempe
3,JUS 463,Mexica,justic,Spring 2019,Discretionary Justice,arizona state university-tempe
3,JUS 468,Lauderdale,justic,Spring 2019,"Protest, Justice, Law & Media",arizona state university-tempe
3,JUS 509,Charron-Chenier,justic,Spring 2019,Stat Problems/Justice Research,arizona state university-tempe
3,JUS 550,Jurik,justic,Spring 2019,"Gender, Race,&Economic Justice
(SEM)",arizona state university-tempe
3,JUS 591,Oliverio Lauderdale,justic,Spring 2019,Topic: The Social Construction of Disability and Justice,arizona state university-tempe
3,JUS 591,Bertrand,justic,Spring 2019,Topic: Youth and Community Activism for Social Justice,arizona state university-tempe
3,JUS 598,Durfee,justic,Spring 2019,"Topic: Race, Gender, and Justice",arizona state university-tempe
3,JUS 691,Quan,justic,Spring 2019,Topic: Futures of Justice: Theoretical Persp on Utopia,arizona state university-tempe
3,SOS 310,DesRoches,justic,Spring 2019,"Equity, Justice & Sustainblity",arizona state university-tempe
3,SST 498,Chin,justic,Spring 2019,Topic: Justice and Praxis,arizona state university-tempe
2,SST 498,Chin,justic,Spring 2019,Topic: Justice & Mindfulness,arizona state university-tempe
3,WST 598,Durfee,justic,Spring 2019,"Topic: Race, Gender, and Justice",arizona state university-tempe
3,LAW 394,Deatherage,law,Spring 2019,Topic: Labor and Employment Law,arizona state university-tempe
3,LAW 480,Forst,law,Spring 2019,The Law of Business Orgs,arizona state university-tempe
3,LAW 480,Markos,law,Spring 2019,The Law of Business Orgs,arizona state university-tempe
3,FMP 417,Bernstein,legal,Spring 2019,"Bus & Legal in Entertainment
(SEM)",arizona state university-tempe
3,HON 394,Rigoni,legal,Spring 2019,Topic: Jurisprudence & Legal Reasoning,arizona state university-tempe
3,LAW 210,Deatherage,legal,Spring 2019,Intro to American Legal System,arizona state university-tempe
3,LAW 210,Barnard,legal,Spring 2019,Intro to American Legal System,arizona state university-tempe
3,POS 270,Dempsey,legal,Spring 2019,American Legal System,arizona state university-tempe
3,THP 598,Booth,legal,Spring 2019,"Topic: Legal Issues in the Arts
(LEL)",arizona state university-tempe
3,CEL 494,Beienburg,libert,Spring 2019,Topic: Civil Liberties and Rights,arizona state university-tempe
3,REL 381,Edmonds,moral,Spring 2019,Religion and Moral Issues,arizona state university-tempe
3,PSY 366,Meier,norm,Spring 2019,Abnormal Psychology,arizona state university-tempe
3,PSY 366,Cavanaugh Toft,norm,Spring 2019,Abnormal Psychology,arizona state university-tempe
3,PSY 366,Cavanaugh Toft,norm,Spring 2019,Abnormal Psychology,arizona state university-tempe
3,PSY 366,Lanphier,norm,Spring 2019,Abnormal Psychology,arizona state university-tempe
3,PSY 366,"Pandika, Sternberg",norm,Spring 2019,Abnormal Psychology,arizona state university-tempe
3,PSY 443,Cavanaugh Toft,norm,Spring 2019,Abnormal Child Psychology,arizona state university-tempe
3,PSY 443,Cavanaugh Toft,norm,Spring 2019,Abnormal Child Psychology,arizona state university-tempe
3,PSY 443,Crnic,norm,Spring 2019,Abnormal Child Psychology,arizona state university-tempe
3,PSY 443,Lanphier,norm,Spring 2019,Abnormal Child Psychology,arizona state university-tempe
3,ARB 394,Lattouf,philosoph,Spring 2019,Topic: Islamic Philosophy,arizona state university-tempe
3,BIO 394,Sterner,philosoph,Spring 2019,Topic: Philosophy of Biology and Medicine Introduction,arizona state university-tempe
3,BIO 598,Sterner,philosoph,Spring 2019,Topic: Philosophy of Biology and Medicine Advanced,arizona state university-tempe
3,HPS 314,Armendt,philosoph,Spring 2019,Philosophy of Science,arizona state university-tempe
3,HPS 394,Sterner,philosoph,Spring 2019,Topic: Philosophy of Biology and Medicine Introduction,arizona state university-tempe
3,HPS 512,Armendt,philosoph,Spring 2019,"Philosophy of Science
(SEM)",arizona state university-tempe
3,HPS 598,Sterner,philosoph,Spring 2019,Topic: Philosophy of Biology and Medicine Advanced,arizona state university-tempe
3,HST 390,Samuelson,philosoph,Spring 2019,Jewish Philosophy,arizona state university-tempe
3,JPN 394,Suhara,philosoph,Spring 2019,"Topic: Religion, Philosophy, and Culture in Japan",arizona state university-tempe
3,JST 314,Samuelson,philosoph,Spring 2019,Jewish Philosophy,arizona state university-tempe
3,PHI 101,Reynolds,philosoph,Spring 2019,Introduction to Philosophy,arizona state university-tempe
3,PHI 101,Khoury,philosoph,Spring 2019,Introduction to Philosophy,arizona state university-tempe
3,PHI 300,Botham,philosoph,Spring 2019,Philosophical Argument/Exposit,arizona state university-tempe
3,PHI 300,Saint,philosoph,Spring 2019,Philosophical Argument/Exposit,arizona state university-tempe
3,PHI 307,McGregor,philosoph,Spring 2019,Philosophy of Law,arizona state university-tempe
3,PHI 314,Armendt,philosoph,Spring 2019,Philosophy of Science,arizona state university-tempe
3,PHI 329,Calhoun,philosoph,Spring 2019,History of Modern Philosophy,arizona state university-tempe
3,PHI 334,Phillips,philosoph,Spring 2019,Philosophy of Mind,arizona state university-tempe
3,PHI 336,Calhoun,philosoph,Spring 2019,Social/Political Philosophy,arizona state university-tempe
3,PHI 394,Sterner,philosoph,Spring 2019,Topic: Philosophy of Biology and Medicine Introduction,arizona state university-tempe
3,PHI 403,Nair,philosoph,Spring 2019,Contemp Analytic Philosophy,arizona state university-tempe
3,PHI 520,Priest,philosoph,Spring 2019,"Topics in Applied Philosophy
(SEM)",arizona state university-tempe
3,PHI 598,Sterner,philosoph,Spring 2019,"Topic: Philosophy of Biology and Medicine Advanced
(SEM)",arizona state university-tempe
3,REL 314,Samuelson,philosoph,Spring 2019,Jewish Philosophy,arizona state university-tempe
3,AFR 325,Hinds,polit,Spring 2019,"Political Reggae,Calyp,Hip Hop",arizona state university-tempe
3,CEL 100,Shelley,polit,Spring 2019,Great Ideas Politics & Ethics,arizona state university-tempe
3,CEL 100,Shelley,polit,Spring 2019,Great Ideas Politics & Ethics,arizona state university-tempe
2,CEL 194,Carrese,polit,Spring 2019,Topic: GIE India: Politics and Leadership,arizona state university-tempe
3,CEL 294,Moench,polit,Spring 2019,Topic: Political Rhetoric & Public Speaking,arizona state university-tempe
3,CEL 394,Zuckert,polit,Spring 2019,Topic: Political Thought & Leadership of James Madison,arizona state university-tempe
3,CEL 494,McNamara,polit,Spring 2019,Topic: Politics & Literature/Shakespeare Prince,arizona state university-tempe
3,CEL 494,Taliaferro,polit,Spring 2019,Topic: Political Leadership and Statesmanship,arizona state university-tempe
3,CEL 494,Emmett,polit,Spring 2019,Topic: Adam Smith and Classical Political Economy,arizona state university-tempe
3,ENG 429,Orlich,polit,Spring 2019,Topic: Politics & Culture in European Short Fiction,arizona state university-tempe
3,ESS 502,"BurnSilver, Morehart",polit,Spring 2019,Politicl Ecology: Thry & Rsrc,arizona state university-tempe
3,FIS 308,Ross,polit,Spring 2019,"Politics, Markets, and Innovat",arizona state university-tempe
3,GTD 503,"Grossman, Parmentier",polit,Spring 2019,"Tech & the Intl Political Syst
(SEM)",arizona state university-tempe
4,HSD 602,Miller,polit,Spring 2019,"HSD II:Science Power&Politics
(SEM)",arizona state university-tempe
3,HST 414,"Critchlow, Power Smith",polit,Spring 2019,"Political History & Leadership
(SEM)",arizona state university-tempe
3,JUS 326,Hinds,polit,Spring 2019,"Political Reggae,Calyp,Hip Hop",arizona state university-tempe
1,LIA 194,Boyles,polit,Spring 2019,"Topic: Discover Sem: Speaking OUT: Pop Culture, Politics",arizona state university-tempe
3,PHI 336,Calhoun,polit,Spring 2019,Social/Political Philosophy,arizona state university-tempe
3,POS 110,Lewis,polit,Spring 2019,American Government & Politics,arizona state university-tempe
3,POS 160,Ripley,polit,Spring 2019,Global Politics,arizona state university-tempe
3,POS 210,Kirkpatrick,polit,Spring 2019,Political Ideologies,arizona state university-tempe
3,POS 294,Ripley,polit,Spring 2019,Topic: Political Science,arizona state university-tempe
3,POS 301,Lasala-Blanco,polit,Spring 2019,Empirical Political Inquiry,arizona state university-tempe
3,POS 305,Kirkpatrick,polit,Spring 2019,Topic: Political Ideologies and Film,arizona state university-tempe
3,POS 341,Simhony,polit,Spring 2019,History of Political Phil II,arizona state university-tempe
3,POS 350,Shair-Rosenfield,polit,Spring 2019,Comparative Politics,arizona state university-tempe
3,POS 359,Iheduru,polit,Spring 2019,African Politics and Society,arizona state university-tempe
3,POS 360,Wright,polit,Spring 2019,World Politics,arizona state university-tempe
3,POS 394,Hero,polit,Spring 2019,Topic: Latino Politics,arizona state university-tempe
3,POS 394,Kao,polit,Spring 2019,Topic: History & Politics of the United Nations: Model ll,arizona state university-tempe
3,POS 401,Fridkin,polit,Spring 2019,Political Statistics,arizona state university-tempe
3,POS 414,"Critchlow, Power Smith",polit,Spring 2019,"Political History & Leadership
(SEM)",arizona state university-tempe
3,POS 442,Blanchard,polit,Spring 2019,American Political Thought,arizona state university-tempe
3,POS 443,Simhony,polit,Spring 2019,Contemporary Political Theory,arizona state university-tempe
3,POS 485,Thomson,polit,Spring 2019,Political Economy,arizona state university-tempe
3,POS 486,Iheduru,polit,Spring 2019,Internatl Political Economy,arizona state university-tempe
3,POS 530,Herrera,polit,Spring 2019,"American Politics
(SEM)",arizona state university-tempe
3,POS 598,Bustikova-Siroky,polit,Spring 2019,Topic: Comparative Political Institutions,arizona state university-tempe
3,POS 598,Thomas,polit,Spring 2019,Topic: International Organizations in the World Polity,arizona state university-tempe
3,SGS 305,Lasala-Blanco,polit,Spring 2019,Empirical Political Inquiry,arizona state university-tempe
3,SGS 401,Fridkin,polit,Spring 2019,Political Statistics,arizona state university-tempe
3,SLC 429,Orlich,polit,Spring 2019,Topic: Politics & Culture in European Short Fiction,arizona state university-tempe
3,SLC 598,Orlich,polit,Spring 2019,Topic: Politics and Culture in European Short Fiction,arizona state university-tempe
3,WST 440,Weitz,polit,Spring 2019,Politics of Women's Health,arizona state university-tempe
2,AES 203,"Duncan, Manriquez, Padbury, Santos",power,Spring 2019,Evol/USAF Air/Space Power II,arizona state university-tempe
2,AES 203,"Duncan, Manriquez, Padbury, Santos",power,Spring 2019,Evol/USAF Air/Space Power II,arizona state university-tempe
3,CHI 691,Tillman,power,Spring 2019,"Topic: Culture and Power in China
(SEM)",arizona state university-tempe
4,EEE 360,Pal,power,Spring 2019,Energy Sys/Power Electronics,arizona state university-tempe
0,,Pal,power,Spring 2019,"After you add the above class, you will be asked to choose from the Laboratory related class(es) below


Energy Sys/Power Electronics (LAB)",arizona state university-tempe
0,,Pal,power,Spring 2019,Energy Sys/Power Electronics (LAB),arizona state university-tempe
