credits,dept_num,instructor,keyword,term,title,university
3,HSD 598,Johnston,polic,Spring 2018,Topic: Introduction to Policy Informatics,arizona state university-tempe
3,HSD 598,Tate,polic,Spring 2018,"Topic: Innovation, Economic Mobility, and Public Policy",arizona state university-tempe
3,MUE 754,Schmidt,polic,Spring 2018,Teacher Ed Research Policy,arizona state university-tempe
3,PAF 591,Tate,polic,Spring 2018,"Topic: Innovation, Economic Mobility, and Public Policy",arizona state university-tempe
3,PAF 591,Johnston,polic,Spring 2018,Topic: Introduction to Policy Informatics,arizona state university-tempe
3,POS 494,Pagel,polic,Spring 2018,Topic: National Security Policy Design,arizona state university-tempe
3,POS 572,Maynard,polic,Spring 2018,"Adv Science &Technology Policy
(SEM)",arizona state university-tempe
1,SEC 598,Pasqualetti,polic,Spring 2018,Topic: Solar Energy & Public Policy,arizona state university-tempe
3,SGS 315,Kelman,polic,Spring 2018,Energy Policy,arizona state university-tempe
3,SOS 315,Kelman,polic,Spring 2018,Energy Policy,arizona state university-tempe
3,SOS 321,Schoon,polic,Spring 2018,Policy & Gov in Sustain Systms,arizona state university-tempe
3,SOS 527,Minteer,polic,Spring 2018,"Environ Ethics & Policy Goals
(SEM)",arizona state university-tempe
3,ACC 231,Wadhera,account,Summer 2018,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Kelly,account,Summer 2018,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Brenner,account,Summer 2018,Uses of Accounting Info I,arizona state university-tempe
3,ACC 241,Geiger,account,Summer 2018,Uses of Accounting Info II,arizona state university-tempe
3,ACC 241,Fisher,account,Summer 2018,Uses of Accounting Info II,arizona state university-tempe
3,COM 407,Sabnis,critic,Summer 2018,Adv Critical Methods in Comm,arizona state university-tempe
1-12,COM 690,Select instructor during enrollment,critic,Summer 2018,"Topic: Critical/Cultural Analysis
(PRA)",arizona state university-tempe
1-12,COM 690,Zanin,critic,Summer 2018,"Topic: Critical-Organizational Communication
(PRA)",arizona state university-tempe
6,GPE 92,Kellerstrass,critic,Summer 2018,Critical Thinking Case Studies,arizona state university-tempe
3,BIO 312,Yanke,ethic,Summer 2018,Bioethics,arizona state university-tempe
1-12,COM 690,Select instructor during enrollment,femin,Summer 2018,"Topic: Consumerist Feminism
(PRA)",arizona state university-tempe
3,HPS 323,Martin,histor,Summer 2018,History of Science,arizona state university-tempe
3,HST 306,Avina,histor,Summer 2018,Topic: A History of U.S. Empire,arizona state university-tempe
3,HST 338,Groat,histor,Summer 2018,Amer Indian History since 1900,arizona state university-tempe
3,EEE 463,Holbert,power,Summer 2018,Electrical Power Plants,arizona state university-tempe
3,EEE 591,Holbert,power,Summer 2018,Topic: Elec Power Plant,arizona state university-tempe
1,COM 692,De La Garza,race,Summer 2018,"Topic: Studying Race & Microaggressions
(RSC)",arizona state university-tempe
1,COM 692,De La Garza,race,Summer 2018,"Topic: Studying Race & Microaggressions
(RSC)",arizona state university-tempe
3,HED 598,McGuire,race,Summer 2018,Topic: Race and Racism in Higher Ed,arizona state university-tempe
3,REL 202,Griffin,religi,Summer 2018,Religion and Popular Culture,arizona state university-tempe
3,REL 321,Broyles,religi,Summer 2018,Religion in America,arizona state university-tempe
3,REL 321,Griffin,religi,Summer 2018,Religion in America,arizona state university-tempe
1-12,COM 690,Zanin,social,Summer 2018,"Topic: Social Identity and the Body
(PRA)",arizona state university-tempe
1,BIO 414,Maienschein,societ,Summer 2018,Rsch Colloquium/Bio/Society II,arizona state university-tempe
3,FIS 201,Selkirk,societ,Summer 2018,Innovation in Society,arizona state university-tempe
3,ENT 360,Chmouni,valu,Summer 2018,Entrepreneur & Value Creation,arizona state university-tempe
3,FSE 301,Chmouni,valu,Summer 2018,Entrepreneur & Value Creation,arizona state university-tempe
0,,Hidinger,polic,Summer 2018,Sci &Tech Policy Workshop (REC),arizona state university-tempe
3,MGT 565,Keim,polic,Summer 2018,"Business and Public Policy
(LEL)",arizona state university-tempe
1,ACC 101,Drake,account,Fall 2018,Accountancy LEAP Program,arizona state university-tempe
0,,Drake,account,Fall 2018,"After you add the above class, you will be asked to choose from the Laboratory related class(es) below


Accountancy LEAP Program (LAB)",arizona state university-tempe
0,,Drake,account,Fall 2018,Accountancy LEAP Program (LAB),arizona state university-tempe
0,,Drake,account,Fall 2018,Accountancy LEAP Program (LAB),arizona state university-tempe
0,,Drake,account,Fall 2018,Accountancy LEAP Program (LAB),arizona state university-tempe
0,,Drake,account,Fall 2018,Accountancy LEAP Program (LAB),arizona state university-tempe
0,,Drake,account,Fall 2018,Accountancy LEAP Program (LAB),arizona state university-tempe
1-3,ACC 194,Staff,account,Fall 2018,Topic: Accounting for Decision Making,arizona state university-tempe
3,ACC 231,Wolfe,account,Fall 2018,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Wolfe,account,Fall 2018,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Wolfe,account,Fall 2018,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Wolfe,account,Fall 2018,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Cook,account,Fall 2018,Uses of Accounting Info I,arizona state university-tempe
3,ACC 232,Cook,account,Fall 2018,Financial Accounting I,arizona state university-tempe
3,ACC 232,Srinivasan,account,Fall 2018,Financial Accounting I,arizona state university-tempe
3,ACC 232,Weng,account,Fall 2018,Financial Accounting I,arizona state university-tempe
3,ACC 232,Holt,account,Fall 2018,Financial Accounting I,arizona state university-tempe
3,ACC 232,Holt,account,Fall 2018,Financial Accounting I,arizona state university-tempe
3,ACC 241,"Geiger, Whitecotton",account,Fall 2018,Uses of Accounting Info II,arizona state university-tempe
3,ACC 241,"Geiger, Whitecotton",account,Fall 2018,Uses of Accounting Info II,arizona state university-tempe
3,ACC 241,"Geiger, Whitecotton",account,Fall 2018,Uses of Accounting Info II,arizona state university-tempe
3,ACC 261,Kim,account,Fall 2018,Honors Fund of Fin Accounting,arizona state university-tempe
3,ACC 271,"Clausen, Geiger",account,Fall 2018,Honors Fund of Mgr Accounting,arizona state university-tempe
3,ACC 360,Samuelson,account,Fall 2018,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Samuelson,account,Fall 2018,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Samuelson,account,Fall 2018,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Whitecotton,account,Fall 2018,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Whitecotton,account,Fall 2018,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 503,Matejka,account,Fall 2018,Managerial Accounting,arizona state university-tempe
3,ACC 503,Matejka,account,Fall 2018,Managerial Accounting,arizona state university-tempe
3,ACC 513,Huang,account,Fall 2018,Advanced Financial Accounting,arizona state university-tempe
3,ACC 588,Rykaczewski,account,Fall 2018,"Professional Accounting Resrch
(RSC)",arizona state university-tempe
3,ACC 588,Rykaczewski,account,Fall 2018,"Professional Accounting Resrch
(RSC)",arizona state university-tempe
3,ACC 591,Dawson,account,Fall 2018,Topic: Accounting Analytics,arizona state university-tempe
3,ACC 591,Dawson,account,Fall 2018,Topic: Accounting Analytics,arizona state university-tempe
3,ARA 489,Wiesinger,critic,Fall 2018,"Writing Art & Design Criticism
(SEM)",arizona state university-tempe
3,ARS 442,Sweeney,critic,Fall 2018,Critical Issues in Am Painting,arizona state university-tempe
3,ARS 598,Sweeney,critic,Fall 2018,Topic: Critical Issues/Amer Painting,arizona state university-tempe
3,ASB 579,Toon,critic,Fall 2018,"Critical Issues/Museum Studies
(SEM)",arizona state university-tempe
3,COM 407,Wheeler,critic,Fall 2018,Adv Critical Methods in Comm,arizona state university-tempe
3,COM 407,Kamrath,critic,Fall 2018,Adv Critical Methods in Comm,arizona state university-tempe
3,ENG 200,Ellis,critic,Fall 2018,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Farmer,critic,Fall 2018,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Farmer,critic,Fall 2018,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Baldini,critic,Fall 2018,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Baldini,critic,Fall 2018,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Ellis,critic,Fall 2018,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Bjork,critic,Fall 2018,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 400,Sturges,critic,Fall 2018,History of Literary Criticism,arizona state university-tempe
3,ENG 468,Osuna,critic,Fall 2018,Environmntl Literary Criticism,arizona state university-tempe
3,GLG 327,Heimsath,critic,Fall 2018,Earth's Critical Zone,arizona state university-tempe
3,HED 598,Baxter,critic,Fall 2018,Topic: Critical Issues in HED Internationalization,arizona state university-tempe
3,HON 394,Mack,critic,Fall 2018,Topic: Psychoanalytic Thought & Criticism,arizona state university-tempe
3,LPH 411,Martens,critic,Fall 2018,Landscape ArchTheory/Criticism,arizona state university-tempe
3,SOS 374,Heimsath,critic,Fall 2018,Earth's Critical Zone,arizona state university-tempe
3,WST 601,Leong,critic,Fall 2018,Critical Concepts of Gender,arizona state university-tempe
3,CEL 394,German,democra,Fall 2018,"Topic: Tocqueville on Liberty, Equality and Democracy",arizona state university-tempe
3,CEL 394,Voboril,democra,Fall 2018,Topic: Democracies in Crisis,arizona state university-tempe
3,HST 112,"Critchlow, Strand",democra,Fall 2018,Foundations of Democracy,arizona state university-tempe
3,POS 112,"Critchlow, Strand",democra,Fall 2018,Foundations of Democracy,arizona state university-tempe
3,POS 346,Simhony,democra,Fall 2018,Problems of Democracy,arizona state university-tempe
3,POS 352,Bustikova-Siroky,democra,Fall 2018,European Democracies,arizona state university-tempe
1,SOS 590,Weller,democra,Fall 2018,"Topic: Democracy and Sustainability:Brown Bag
(IND)",arizona state university-tempe
3,FAS 591,Seaton,discrimin,Fall 2018,"Topic: Racial Discrimination and Racial Identity
(SEM)",arizona state university-tempe
3,CEL 394,German,equal,Fall 2018,"Topic: Tocqueville on Liberty, Equality and Democracy",arizona state university-tempe
3,FIS 334,Richter,equal,Fall 2018,"Science, Tech, & Inequality",arizona state university-tempe
3,JUS 334,Richter,equal,Fall 2018,"Science, Tech, & Inequality",arizona state university-tempe
3,POS 367,Pout,equal,Fall 2018,World Pol & Global Inequalitie,arizona state university-tempe
3,SOS 310,Klinsky,equit,Fall 2018,"Equity, Justice & Sustainblity",arizona state university-tempe
3,ACC 360,Samuelson,ethic,Fall 2018,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Samuelson,ethic,Fall 2018,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Samuelson,ethic,Fall 2018,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Whitecotton,ethic,Fall 2018,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Whitecotton,ethic,Fall 2018,Ethics for Prof Accountants,arizona state university-tempe
3,ASB 591,"Aggarwal, Gwiszcz",ethic,Fall 2018,"Topic: Rethinking Community Engagement: Towards Ethical
(SEM)",arizona state university-tempe
3,BIO 312,McGregor,ethic,Fall 2018,Bioethics,arizona state university-tempe
3,BIO 324,Minteer,ethic,Fall 2018,Environmental Ethics,arizona state university-tempe
3,BIO 416,Ellison,ethic,Fall 2018,"Biomedical Research Ethics
(SEM)",arizona state university-tempe
3,BIO 516,Robert,ethic,Fall 2018,"Foundations of Bioethics
(SEM)",arizona state university-tempe
1,BME 213,Coursen,ethic,Fall 2018,BME Ethics,arizona state university-tempe
3,CEL 100,Shelley,ethic,Fall 2018,Great Ideas Politics & Ethics,arizona state university-tempe
3,CEL 100,Taliaferro,ethic,Fall 2018,Great Ideas Politics & Ethics,arizona state university-tempe
3,CPY 645,Kurpius,ethic,Fall 2018,Professional Issues and Ethics,arizona state university-tempe
3,FAS 581,Doyle,ethic,Fall 2018,"Professional Issues and Ethic
(SEM)",arizona state university-tempe
3,FMP 250,Scott,ethic,Fall 2018,Ethics Survey Film & TV,arizona state university-tempe
3,HON 394,Barca,ethic,Fall 2018,"Topic: Animal Ethics in Literature, Philosophy, & Culture",arizona state university-tempe
1,HON 394,Brian,ethic,Fall 2018,Topic: Queer Bioethics,arizona state university-tempe
3,LES 305,Koretz,ethic,Fall 2018,Business Law&Ethics for Mgrs,arizona state university-tempe
3,LES 305,Koretz,ethic,Fall 2018,Business Law&Ethics for Mgrs,arizona state university-tempe
3,LES 305,Koretz,ethic,Fall 2018,Business Law&Ethics for Mgrs,arizona state university-tempe
1.5,LES 582,Lange,ethic,Fall 2018,Ethical Issues for Managers,arizona state university-tempe
1.5,LES 582,Lange,ethic,Fall 2018,Ethical Issues for Managers,arizona state university-tempe
1.5,LES 582,Lange,ethic,Fall 2018,Ethical Issues for Managers,arizona state university-tempe
1,MGT 791,Lange,ethic,Fall 2018,"Topic: Research Ethics
(SEM)",arizona state university-tempe
3,PHI 105,McElhoes,ethic,Fall 2018,Intro to Ethics,arizona state university-tempe
3,PHI 105,de Marneffe,ethic,Fall 2018,Intro to Ethics,arizona state university-tempe
3,PHI 120,Priest,ethic,Fall 2018,Intro to Medical and Bioethics,arizona state university-tempe
3,PHI 306,Brake,ethic,Fall 2018,Applied Ethics,arizona state university-tempe
3,PHI 310,Minteer,ethic,Fall 2018,Environmental Ethics,arizona state university-tempe
3,PHI 320,McGregor,ethic,Fall 2018,Bioethics,arizona state university-tempe
3,PHI 337,Nair,ethic,Fall 2018,Ethical Theory,arizona state university-tempe
3,PSB 520,Wilson,ethic,Fall 2018,Ethics & Prof Standards in ABA,arizona state university-tempe
3,SOS 591,"Aggarwal, Gwiszcz",ethic,Fall 2018,"Topic: Rethinking Community Engagement: Towards Ethical
(SEM)",arizona state university-tempe
3,AES 401,"Duncan, Manriquez, Padbury",fair,Fall 2018,National Security Affairs,arizona state university-tempe
3,CEL 294,Beienburg,fair,Fall 2018,Topic: Debates in American Public Policy & Civic Affairs,arizona state university-tempe
3,HED 527,Montoya,fair,Fall 2018,Seminar: Student Affairs Admin,arizona state university-tempe
3,WST 377,Vandermeade,femin,Fall 2018,History/Amer Feminist Thought,arizona state university-tempe
3,WST 501,Prasad,femin,Fall 2018,Foundational Feminist Thought,arizona state university-tempe
3,AFR 375,Cox,gender,Fall 2018,"Race, Gender and Sport",arizona state university-tempe
3,APA 330,Leong,gender,Fall 2018,Asian Pacific American Genders,arizona state university-tempe
3,COM 316,Brouwer,gender,Fall 2018,Gender and Communication,arizona state university-tempe
3,COM 316,Fisher,gender,Fall 2018,Gender and Communication,arizona state university-tempe
3,COM 316,Booth,gender,Fall 2018,Gender and Communication,arizona state university-tempe
3,COM 316,Booth,gender,Fall 2018,Gender and Communication,arizona state university-tempe
3,COM 316,Cortes,gender,Fall 2018,Gender and Communication,arizona state university-tempe
3,COM 316,Cortes,gender,Fall 2018,Gender and Communication,arizona state university-tempe
3,FMS 380,Dove-Viebahn,gender,Fall 2018,Race and Gender in Am Film,arizona state university-tempe
3,HST 495,El Hamel,gender,Fall 2018,Topic: Gender and Women in Africa,arizona state university-tempe
3,HST 598,Gray,gender,Fall 2018,"Topic: Gender, Sex and Women's History in the U.S.",arizona state university-tempe
3,PHI 420,Calhoun,gender,Fall 2018,"Topic: Topics: Race, Gender & Disability
(SEM)",arizona state university-tempe
3,PHI 520,Calhoun,gender,Fall 2018,"Topic: Race, Gender and Disability
(SEM)",arizona state university-tempe
3,REL 390,Talebi,gender,Fall 2018,"Women, Gender and Religion",arizona state university-tempe
3,WST 100,Vlahoulis,gender,Fall 2018,"Women, Gender, and Society",arizona state university-tempe
3,WST 100,Vega,gender,Fall 2018,"Women, Gender, and Society",arizona state university-tempe
3,WST 100,Zewdu-Habte,gender,Fall 2018,"Women, Gender, and Society",arizona state university-tempe
3,WST 294,Collier,gender,Fall 2018,"Topic: Sex, Gender, and Sexuality",arizona state university-tempe
3,WST 320,Anderson,gender,Fall 2018,"Gender, Drugs and Alcohol",arizona state university-tempe
3,WST 331,Leong,gender,Fall 2018,Asian Pacific American Genders,arizona state university-tempe
3,WST 380,Gutierrez,gender,Fall 2018,"Race, Gender, and Class",arizona state university-tempe
3,WST 601,Leong,gender,Fall 2018,Critical Concepts of Gender,arizona state university-tempe
3,WST 602,Ward,gender,Fall 2018,Mapping Intersections Gender,arizona state university-tempe
3,CEL 494,Beienburg,govern,Fall 2018,Topic: Law of the Constitution: Governments & Powers,arizona state university-tempe
3,FIS 333,Frow,govern,Fall 2018,Governing Emerging Technologie,arizona state university-tempe
1,MGT 791,"Shropshire, Zhu",govern,Fall 2018,"Topic: Corporate Governance
(SEM)",arizona state university-tempe
3,POS 110,Woodall,govern,Fall 2018,American Government & Politics,arizona state university-tempe
3,POS 150,Kittilson,govern,Fall 2018,Comparative Government,arizona state university-tempe
3,UNI 394,Ashlock,govern,Fall 2018,Topic: Student Governance,arizona state university-tempe
3,AFR 363,Bae,histor,Fall 2018,African Amer History to 1865,arizona state university-tempe
3,APH 313,Zygas,histor,Fall 2018,History of Architecture I,arizona state university-tempe
3,ARS 101,Lewis,histor,Fall 2018,Art-Prehistory thru Middle Age,arizona state university-tempe
3,ARS 501,Mesch,histor,Fall 2018,"Methodologies and Art History
(SEM)",arizona state university-tempe
3,ASM 591,Hill,histor,Fall 2018,Topic: Human Life History Theory,arizona state university-tempe
3,CHI 451,Yang,histor,Fall 2018,Chinese Cultural History I,arizona state university-tempe
3,ENG 400,Sturges,histor,Fall 2018,History of Literary Criticism,arizona state university-tempe
3,ENG 413,Maring,histor,Fall 2018,History of English Language,arizona state university-tempe
3,FMP 294,Scott,histor,Fall 2018,"Topic: History of Film & Television Production
(LEL)",arizona state university-tempe
3,FMS 200,Sandler,histor,Fall 2018,Film History,arizona state university-tempe
3,GLG 102,Burt,histor,Fall 2018,Intro Geology II (Historical),arizona state university-tempe
3,GRA 111,Minniss,histor,Fall 2018,Graphic Design History I,arizona state university-tempe
3,HON 370,Niebuhr,histor,Fall 2018,"History of Ideas
(SEM)",arizona state university-tempe
3,HON 370,Soares,histor,Fall 2018,"History of Ideas
(SEM)",arizona state university-tempe
3,HON 370,Bhattacharjya,histor,Fall 2018,"History of Ideas
(SEM)",arizona state university-tempe
3,HON 370,Brian,histor,Fall 2018,"History of Ideas
(SEM)",arizona state university-tempe
3,HON 370,Schmidt,histor,Fall 2018,"History of Ideas
(SEM)",arizona state university-tempe
1,HON 394,Foote,histor,Fall 2018,Topic: Oral Histories of Barrett at 30,arizona state university-tempe
3,HST 100,Kefeli Clay,histor,Fall 2018,Global History to 1500,arizona state university-tempe
3,HST 100,Sullivan,histor,Fall 2018,Global History to 1500,arizona state university-tempe
3,HST 101,Romero,histor,Fall 2018,Global History Since 1500,arizona state university-tempe
3,HST 101,Barnes,histor,Fall 2018,Global History Since 1500,arizona state university-tempe
3,HST 130,O'Donnell,histor,Fall 2018,The Historian's Craft,arizona state university-tempe
3,HST 302,Barth,histor,Fall 2018,Topic: History of Money,arizona state university-tempe
3,HST 303,Vu,histor,Fall 2018,Topic: Modern China: Personal Narratives and Histories,arizona state university-tempe
3,HST 305,Avina,histor,Fall 2018,Studies in Latin Amer History,arizona state university-tempe
3,HST 321,Davis,histor,Fall 2018,Constitutional History to 1865,arizona state university-tempe
3,HST 330,Stevens,histor,Fall 2018,Historical Thinking,arizona state university-tempe
3,FIS 334,Richter,inequ,Fall 2018,"Science, Tech, & Inequality",arizona state university-tempe
3,JUS 334,Richter,inequ,Fall 2018,"Science, Tech, & Inequality",arizona state university-tempe
3,POS 367,Pout,inequ,Fall 2018,World Pol & Global Inequalitie,arizona state university-tempe
3,AFR 494,Ross,justic,Fall 2018,Topic: Reproductive Justice,arizona state university-tempe
3,AIS 494,Vicenti Carpio,justic,Fall 2018,Topic: American Indian Food Justice and Sovereignty,arizona state university-tempe
3,CRJ 100,Robinson,justic,Fall 2018,Intro to Criminal Justice,arizona state university-tempe
3,CRJ 470,Richard,justic,Fall 2018,Discretionary Justice,arizona state university-tempe
3,EGR 494,Karwat,justic,Fall 2018,"Topic: Climate Change, Energy, and Social Justice",arizona state university-tempe
3,EGR 598,Karwat,justic,Fall 2018,"Topic: Climate Change, Energy, and Social Justice",arizona state university-tempe
3,FIS 494,Karwat,justic,Fall 2018,"Topic: Climate Change, Energy, and Social Justice",arizona state university-tempe
3,HSD 598,Karwat,justic,Fall 2018,"Topic: Climate Change, Energy, and Social Justice",arizona state university-tempe
3,JUS 105,Broberg,justic,Fall 2018,Intro to Justice Studies,arizona state university-tempe
3,JUS 105,"Goldberg, Shabazz Sanders",justic,Fall 2018,Intro to Justice Studies,arizona state university-tempe
3,JUS 200,Martin,justic,Fall 2018,Topics/Concepts/Issues/Justice,arizona state university-tempe
3,JUS 214,Broberg,justic,Fall 2018,The Pursuit of Justice,arizona state university-tempe
3,JUS 301,Cooper,justic,Fall 2018,Research in Justice Studies,arizona state university-tempe
3,JUS 303,Quan,justic,Fall 2018,Justice Theory,arizona state university-tempe
3,JUS 303,Karger,justic,Fall 2018,Justice Theory,arizona state university-tempe
3,JUS 303,Gomez,justic,Fall 2018,Justice Theory,arizona state university-tempe
3,JUS 305,Sandlin,justic,Fall 2018,Principles of Justice Studies,arizona state university-tempe
3,JUS 320,Theisen-Homer,justic,Fall 2018,Community and Social Justice,arizona state university-tempe
3,JUS 432,Charron-Chenier,justic,Fall 2018,Racial Justice,arizona state university-tempe
3,JUS 438,Lee,justic,Fall 2018,Human Diff:Dilemmas of Justice,arizona state university-tempe
3,JUS 467,Oliverio Lauderdale,justic,Fall 2018,"Terrorism, War, and Justice",arizona state university-tempe
3,JUS 494,Lauderdale,justic,Fall 2018,Topic: Global Justice/Injustice,arizona state university-tempe
3,JUS 494,Estevez,justic,Fall 2018,"Topic: Law, Societies, and Justice in Latino-America",arizona state university-tempe
3,JUS 494,Ross,justic,Fall 2018,Topic: Reproductive Justice,arizona state university-tempe
3,JUS 501,Quan,justic,Fall 2018,Justice Theory,arizona state university-tempe
3,JUS 620,Romero,justic,Fall 2018,Justice Research Methodology,arizona state university-tempe
3,JUS 640,Lee,justic,Fall 2018,Theoretical Perspect/Justice,arizona state university-tempe
3,JUS 691,Arzubiaga,justic,Fall 2018,"Topic: Im/migrant and Refugee, Justice and Education",arizona state university-tempe
3,PUP 494,Kelley,justic,Fall 2018,"Topic: Environment, Justice & Cities",arizona state university-tempe
3,PUP 598,Kelley,justic,Fall 2018,"Topic: Environment, Justice & Cities",arizona state university-tempe
3,SGS 394,Peskin,justic,Fall 2018,Topic: Politics of Global Justice,arizona state university-tempe
3,SOS 310,Klinsky,justic,Fall 2018,"Equity, Justice & Sustainblity",arizona state university-tempe
3,SPA 494,Estevez,justic,Fall 2018,"Topic: Law, Societies and Justice in Latino-America",arizona state university-tempe
3,WST 494,Ross,justic,Fall 2018,Topic: Reproductive Justice,arizona state university-tempe
3,LAW 394,Juetten,law,Fall 2018,Topic: Technology Law,arizona state university-tempe
3,LAW 480,Forst,law,Fall 2018,The Law of Business Orgs,arizona state university-tempe
3,LAW 480,Markos,law,Fall 2018,The Law of Business Orgs,arizona state university-tempe
3,FMP 417,Bernstein,legal,Fall 2018,"Bus & Legal in Entertainment
(SEM)",arizona state university-tempe
3,LAW 210,Barnard,legal,Fall 2018,Intro to American Legal System,arizona state university-tempe
3,LAW 210,Deatherage,legal,Fall 2018,Intro to American Legal System,arizona state university-tempe
3,SLC 485,Estevez,legal,Fall 2018,"Translation of Legal Texts
(LEL)",arizona state university-tempe
3,CEL 394,German,libert,Fall 2018,"Topic: Tocqueville on Liberty, Equality and Democracy",arizona state university-tempe
3,POS 475,Kirkpatrick,moral,Fall 2018,Morality and Politics,arizona state university-tempe
3,PSY 366,Cavanaugh Toft,norm,Fall 2018,Abnormal Psychology,arizona state university-tempe
3,PSY 366,Cavanaugh Toft,norm,Fall 2018,Abnormal Psychology,arizona state university-tempe
3,PSY 366,Meier,norm,Fall 2018,Abnormal Psychology,arizona state university-tempe
3,PSY 366,Meier,norm,Fall 2018,Abnormal Psychology,arizona state university-tempe
3,PSY 366,Staff,norm,Fall 2018,Abnormal Psychology,arizona state university-tempe
3,PSY 443,Hart,norm,Fall 2018,Abnormal Child Psychology,arizona state university-tempe
3,PSY 443,Crnic,norm,Fall 2018,Abnormal Child Psychology,arizona state university-tempe
3,PSY 443,Lanphier,norm,Fall 2018,Abnormal Child Psychology,arizona state university-tempe
3,AIS 320,Martinez,philosoph,Fall 2018,AI Philosophies & World Views,arizona state university-tempe
3,DCE 501,Jackson,philosoph,Fall 2018,Philosophy of Dance,arizona state university-tempe
3,HON 394,Barca,philosoph,Fall 2018,"Topic: Animal Ethics in Literature, Philosophy, & Culture",arizona state university-tempe
3,PHI 101,Phillips,philosoph,Fall 2018,Introduction to Philosophy,arizona state university-tempe
3,PHI 101,Watson,philosoph,Fall 2018,Introduction to Philosophy,arizona state university-tempe
3,PHI 101,Botham,philosoph,Fall 2018,Introduction to Philosophy,arizona state university-tempe
3,PHI 107,Brake,philosoph,Fall 2018,Intro Philosophy of Sex & Love,arizona state university-tempe
3,PHI 300,Saint,philosoph,Fall 2018,Philosophical Argument/Exposit,arizona state university-tempe
3,PHI 300,Bolton,philosoph,Fall 2018,Philosophical Argument/Exposit,arizona state university-tempe
3,PHI 314,McElhoes,philosoph,Fall 2018,Philosophy of Science,arizona state university-tempe
3,PHI 318,Botham,philosoph,Fall 2018,Philosophy of Religion,arizona state university-tempe
3,PHI 394,DesRoches,philosoph,Fall 2018,Topic: Philosophy of Human Well Being and Sustainability,arizona state university-tempe
3,PHI 420,Pinillos,philosoph,Fall 2018,"Topic: Experimental Philosophy
(SEM)",arizona state university-tempe
3,PHI 532,Pinillos,philosoph,Fall 2018,"Experimental Philosophy
(SEM)",arizona state university-tempe
3,SOS 394,DesRoches,philosoph,Fall 2018,Topic: Philosophy of Human Well-Being and Sustainability,arizona state university-tempe
3,AFR 330,Hinds,polit,Fall 2018,African American Politics,arizona state university-tempe
3,AFR 420,Gallab,polit,Fall 2018,Race/Ethnicity & Politics,arizona state university-tempe
3,CEL 100,Shelley,polit,Fall 2018,Great Ideas Politics & Ethics,arizona state university-tempe
3,CEL 100,Taliaferro,polit,Fall 2018,Great Ideas Politics & Ethics,arizona state university-tempe
3,CEL 294,McNamara,polit,Fall 2018,Topic: Women In Political Thought and Leadership,arizona state university-tempe
3,CEL 494,Carrese,polit,Fall 2018,"Topic: Political Thought: Islam, Hinduism, Confucianism",arizona state university-tempe
3,COM 426,Symonds,polit,Fall 2018,Political Communication,arizona state university-tempe
3,HON 394,Voorhees,polit,Fall 2018,Topic: Race&Resistance:African-AmericanPoliticalThought,arizona state university-tempe
3,HST 302,Damask,polit,Fall 2018,Topic: War and Political Thought,arizona state university-tempe
3,HST 394,Volek,polit,Fall 2018,Topic: Latin American Political & Cultural Thought,arizona state university-tempe
3,JHR 598,Kirkpatrick,polit,Fall 2018,Topic: American Political Thought,arizona state university-tempe
3,JUS 330,Hinds,polit,Fall 2018,African American Politics,arizona state university-tempe
3,JUS 421,Gallab,polit,Fall 2018,Race/Ethnicity & Politics,arizona state university-tempe
3,JUS 469,Lauderdale,polit,Fall 2018,Political Deviance and the Law,arizona state university-tempe
3,POS 110,Woodall,polit,Fall 2018,American Government & Politics,arizona state university-tempe
3,POS 160,Iheduru,polit,Fall 2018,Global Politics,arizona state university-tempe
3,POS 210,Lennon,polit,Fall 2018,Political Ideologies,arizona state university-tempe
3,POS 294,Lennon,polit,Fall 2018,Topic: Speaking Politically,arizona state university-tempe
3,POS 301,Hanson,polit,Fall 2018,Empirical Political Inquiry,arizona state university-tempe
3,POS 350,Shair-Rosenfield,polit,Fall 2018,Comparative Politics,arizona state university-tempe
